id,created_at,updated_at,date,attributed_sales_same_sku1d,roas_clicks14d,units_sold_clicks1d,placement_classification,attributed_sales_same_sku14d,sales7d,campaign_rule_based_budget_amount,attributed_sales_same_sku30d,kindle_edition_normalized_pages_royalties14d,units_sold_same_sku1d,campaign_status,purchases_same_sku7d,campaign_budget_amount,purchases7d,units_sold_same_sku30d,cost_per_click,units_sold_clicks14d,campaign_id,click_through_rate,kindle_edition_normalized_pages_read14d,campaign_applicable_budget_rule_name,acos_clicks14d,units_sold_clicks30d,qualified_borrows,campaign_budget_currency_code,campaign_applicable_budget_rule_id,units_sold_same_sku14d,units_sold_clicks7d,campaign_bidding_strategy,attributed_sales_same_sku7d,top_of_search_impression_share,royalty_qualified_borrows,sales1d,add_to_list,purchases_same_sku14d,spend,purchases_same_sku1d,campaign_budget_type,purchases1d,units_sold_same_sku7d,cost,retailer,sales14d,sales30d,impressions,purchases_same_sku30d,purchases14d,purchases30d,clicks,campaign_name,report_type_request,country_code_request,customer_request,file_name_request,parse_time_request
84085,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-05,0.0,0.0,0,Other on-Amazon,0.0,0.0,,0.0,0,0,ENABLED,0,150.0,0,0,3.61,0,486037133623874,2.272727272727273,0,,nan,0,0,USD,,0,0,manual,0.0,,0,0.0,0,0,3.61,0,DAILY_BUDGET,0,0,3.61,Amazon,0.0,0.0,44,0,0,0,1,Inner-SP-KW-Berberine Capsules-EM-berberine with ceylon cinnamon-1w,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
84086,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-06,0.0,0.0,0,Other on-Amazon,0.0,0.0,,0.0,0,0,ENABLED,0,150.0,0,0,3.63,0,486037133623874,0.36496350364963503,0,,nan,0,0,USD,,0,0,manual,0.0,,0,0.0,0,0,3.63,0,DAILY_BUDGET,0,0,3.63,Amazon,0.0,0.0,274,0,0,0,1,Inner-SP-KW-Berberine Capsules-EM-berberine with ceylon cinnamon-1w,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
84087,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-07,0.0,0.0,0,Other on-Amazon,0.0,0.0,,0.0,0,0,ENABLED,0,150.0,0,0,3.63,0,486037133623874,2.857142857142857,0,,nan,0,0,USD,,0,0,manual,0.0,,0,0.0,0,0,3.63,0,DAILY_BUDGET,0,0,3.63,Amazon,0.0,0.0,35,0,0,0,1,Inner-SP-KW-Berberine Capsules-EM-berberine with ceylon cinnamon-1w,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
84088,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-08,0.0,0.0,0,Other on-Amazon,0.0,0.0,,0.0,0,0,ENABLED,0,150.0,0,0,3.63,0,486037133623874,0.425531914893617,0,,nan,0,0,USD,,0,0,manual,0.0,,0,0.0,0,0,3.63,0,DAILY_BUDGET,0,0,3.63,Amazon,0.0,0.0,235,0,0,0,1,Inner-SP-KW-Berberine Capsules-EM-berberine with ceylon cinnamon-1w,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
84089,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-09,0.0,0.0,0,Other on-Amazon,0.0,0.0,,0.0,0,0,ENABLED,0,150.0,0,0,3.63,0,486037133623874,0.6622516556291391,0,,nan,0,0,USD,,0,0,manual,0.0,,0,0.0,0,0,3.63,0,DAILY_BUDGET,0,0,3.63,Amazon,0.0,0.0,151,0,0,0,1,Inner-SP-KW-Berberine Capsules-EM-berberine with ceylon cinnamon-1w,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
84090,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-10,0.0,0.0,0,Other on-Amazon,0.0,0.0,,0.0,0,0,ENABLED,0,150.0,0,0,3.62,0,486037133623874,0.36900369003690037,0,,nan,0,0,USD,,0,0,manual,0.0,,0,0.0,0,0,3.62,0,DAILY_BUDGET,0,0,3.62,Amazon,0.0,0.0,271,0,0,0,1,Inner-SP-KW-Berberine Capsules-EM-berberine with ceylon cinnamon-1w,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
84104,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-04,0.0,nan,0,Top of Search on-Amazon,0.0,0.0,,0.0,0,0,ENABLED,0,150.0,0,0,0.0,0,486037133623874,0.0,0,,nan,0,0,USD,,0,0,manual,0.0,,0,0.0,0,0,0.0,0,DAILY_BUDGET,0,0,0.0,Amazon,0.0,0.0,1,0,0,0,0,Inner-SP-KW-Berberine Capsules-EM-berberine with ceylon cinnamon-1w,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
84105,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-05,0.0,nan,0,Top of Search on-Amazon,0.0,0.0,,0.0,0,0,ENABLED,0,150.0,0,0,0.0,0,486037133623874,0.0,0,,nan,0,0,USD,,0,0,manual,0.0,,0,0.0,0,0,0.0,0,DAILY_BUDGET,0,0,0.0,Amazon,0.0,0.0,1,0,0,0,0,Inner-SP-KW-Berberine Capsules-EM-berberine with ceylon cinnamon-1w,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
84106,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-06,0.0,nan,0,Top of Search on-Amazon,0.0,0.0,,0.0,0,0,ENABLED,0,150.0,0,0,0.0,0,486037133623874,0.0,0,,nan,0,0,USD,,0,0,manual,0.0,,0,0.0,0,0,0.0,0,DAILY_BUDGET,0,0,0.0,Amazon,0.0,0.0,4,0,0,0,0,Inner-SP-KW-Berberine Capsules-EM-berberine with ceylon cinnamon-1w,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
84107,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-07,0.0,nan,0,Top of Search on-Amazon,0.0,0.0,,0.0,0,0,ENABLED,0,150.0,0,0,0.0,0,486037133623874,0.0,0,,nan,0,0,USD,,0,0,manual,0.0,,0,0.0,0,0,0.0,0,DAILY_BUDGET,0,0,0.0,Amazon,0.0,0.0,1,0,0,0,0,Inner-SP-KW-Berberine Capsules-EM-berberine with ceylon cinnamon-1w,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
84108,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-08,0.0,nan,0,Top of Search on-Amazon,0.0,0.0,,0.0,0,0,ENABLED,0,150.0,0,0,0.0,0,486037133623874,0.0,0,,nan,0,0,USD,,0,0,manual,0.0,,0,0.0,0,0,0.0,0,DAILY_BUDGET,0,0,0.0,Amazon,0.0,0.0,4,0,0,0,0,Inner-SP-KW-Berberine Capsules-EM-berberine with ceylon cinnamon-1w,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
84109,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-09,0.0,nan,0,Top of Search on-Amazon,0.0,0.0,,0.0,0,0,ENABLED,0,150.0,0,0,0.0,0,486037133623874,0.0,0,,nan,0,0,USD,,0,0,manual,0.0,,0,0.0,0,0,0.0,0,DAILY_BUDGET,0,0,0.0,Amazon,0.0,0.0,12,0,0,0,0,Inner-SP-KW-Berberine Capsules-EM-berberine with ceylon cinnamon-1w,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
84110,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-10,0.0,nan,0,Top of Search on-Amazon,0.0,0.0,,0.0,0,0,ENABLED,0,150.0,0,0,0.0,0,486037133623874,0.0,0,,nan,0,0,USD,,0,0,manual,0.0,,0,0.0,0,0,0.0,0,DAILY_BUDGET,0,0,0.0,Amazon,0.0,0.0,14,0,0,0,0,Inner-SP-KW-Berberine Capsules-EM-berberine with ceylon cinnamon-1w,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
84125,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-04,0.0,0.0,0,Detail Page on-Amazon,0.0,0.0,,0.0,0,0,PAUSED,0,100.0,0,0,2.05,0,298402294383592,0.15255530129672007,0,,nan,0,0,USD,,0,0,manual,0.0,,0,0.0,0,0,8.2,0,DAILY_BUDGET,0,0,8.2,Amazon,0.0,0.0,2622,0,0,0,4,Inner-SP-KW-gumm-magnesium glycinate-EM-54,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
84126,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-05,19.99,4.875609756097561,1,Detail Page on-Amazon,19.99,19.99,,19.99,0,1,PAUSED,1,100.0,1,1,2.05,1,298402294383592,0.192492781520693,0,,20.51025512756378,1,0,USD,,1,1,manual,19.99,,0,19.99,0,1,4.1,1,DAILY_BUDGET,1,1,4.1,Amazon,19.99,19.99,1039,1,1,1,2,Inner-SP-KW-gumm-magnesium glycinate-EM-54,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
84127,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-06,0.0,0.0,0,Detail Page on-Amazon,0.0,0.0,,0.0,0,0,PAUSED,0,100.0,0,0,2.05,0,298402294383592,0.3053435114503817,0,,nan,0,0,USD,,0,0,manual,0.0,,0,0.0,0,0,8.2,0,DAILY_BUDGET,0,0,8.2,Amazon,0.0,0.0,1310,0,0,0,4,Inner-SP-KW-gumm-magnesium glycinate-EM-54,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
84128,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-07,0.0,0.0,0,Detail Page on-Amazon,0.0,0.0,,0.0,0,0,PAUSED,0,100.0,0,0,2.05,0,298402294383592,0.13596193065941536,0,,nan,0,0,USD,,0,0,manual,0.0,,0,0.0,0,0,4.1,0,DAILY_BUDGET,0,0,4.1,Amazon,0.0,0.0,1471,0,0,0,2,Inner-SP-KW-gumm-magnesium glycinate-EM-54,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
84129,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-08,0.0,0.0,0,Detail Page on-Amazon,0.0,0.0,,0.0,0,0,PAUSED,0,100.0,0,0,1.99,0,298402294383592,0.1469507714915503,0,,nan,0,0,USD,,0,0,manual,0.0,,0,0.0,0,0,7.97,0,DAILY_BUDGET,0,0,7.97,Amazon,0.0,0.0,2722,0,0,0,4,Inner-SP-KW-gumm-magnesium glycinate-EM-54,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
84130,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-09,0.0,0.0,0,Detail Page on-Amazon,0.0,0.0,,0.0,0,0,PAUSED,0,100.0,0,0,1.92,0,298402294383592,0.21590500179920835,0,,nan,0,0,USD,,0,0,manual,0.0,,0,0.0,0,0,11.53,0,DAILY_BUDGET,0,0,11.53,Amazon,0.0,0.0,2779,0,0,0,6,Inner-SP-KW-gumm-magnesium glycinate-EM-54,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
84131,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-10,0.0,0.0,0,Detail Page on-Amazon,0.0,0.0,,0.0,0,0,PAUSED,0,100.0,0,0,1.9,0,298402294383592,0.29940119760479045,0,,nan,0,0,USD,,0,0,manual,0.0,,0,0.0,0,0,5.7,0,DAILY_BUDGET,0,0,5.7,Amazon,0.0,0.0,1002,0,0,0,3,Inner-SP-KW-gumm-magnesium glycinate-EM-54,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
84146,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-04,59.97,0.9606083007709367,7,Other on-Amazon,73.96,167.93,,73.96,0,3,PAUSED,3,100.0,7,4,2.96,8,298402294383592,1.1640596580574754,0,,104.10070360598066,8,0,USD,,4,7,manual,59.97,,0,167.93,0,4,189.38,3,DAILY_BUDGET,7,3,189.38,Amazon,181.92,181.92,5498,4,8,8,64,Inner-SP-KW-gumm-magnesium glycinate-EM-54,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
84147,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-05,39.98,0.7820197044334976,4,Other on-Amazon,53.97,93.96,,53.97,0,2,PAUSED,2,100.0,4,3,2.94,5,298402294383592,0.9842931937172774,0,,127.87401574803148,5,0,USD,,3,4,manual,39.98,,0,93.96,0,3,138.04,2,DAILY_BUDGET,4,2,138.04,Amazon,107.95,107.95,4775,3,5,5,47,Inner-SP-KW-gumm-magnesium glycinate-EM-54,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
84148,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-06,59.97,0.9842791742247561,5,Other on-Amazon,59.97,113.95,,59.97,0,3,PAUSED,3,100.0,5,3,2.89,5,298402294383592,1.0582010582010581,0,,101.59719175076786,5,0,USD,,3,5,manual,59.97,,0,113.95,0,3,115.77,3,DAILY_BUDGET,5,3,115.77,Amazon,113.95,113.95,3780,3,5,5,40,Inner-SP-KW-gumm-magnesium glycinate-EM-54,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
84149,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-07,39.98,0.9775061124694376,2,Other on-Amazon,39.98,39.98,,39.98,0,2,PAUSED,2,100.0,2,2,2.92,2,298402294383592,0.7650273224043715,0,,102.30115057528766,2,0,USD,,2,2,manual,39.98,,0,39.98,0,2,40.9,2,DAILY_BUDGET,2,2,40.9,Amazon,39.98,39.98,1830,2,2,2,14,Inner-SP-KW-gumm-magnesium glycinate-EM-54,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
84150,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-08,39.98,2.8890624999999996,2,Other on-Amazon,73.96,73.96,,73.96,0,2,PAUSED,4,100.0,4,4,2.56,4,298402294383592,0.49627791563275436,0,,34.61330448891293,4,0,USD,,4,4,manual,73.96,,0,39.98,0,4,25.6,2,DAILY_BUDGET,2,4,25.6,Amazon,73.96,73.96,2015,4,4,4,10,Inner-SP-KW-gumm-magnesium glycinate-EM-54,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
84151,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-09,0.0,0.0,0,Other on-Amazon,0.0,0.0,,0.0,0,0,PAUSED,0,100.0,0,0,2.56,0,298402294383592,0.2044989775051125,0,,nan,0,0,USD,,0,0,manual,0.0,,0,0.0,0,0,2.56,0,DAILY_BUDGET,0,0,2.56,Amazon,0.0,0.0,489,0,0,0,1,Inner-SP-KW-gumm-magnesium glycinate-EM-54,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
84152,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-10,0.0,0.0,0,Other on-Amazon,0.0,0.0,,0.0,0,0,PAUSED,0,100.0,0,0,2.37,0,298402294383592,1.079136690647482,0,,nan,0,0,USD,,0,0,manual,0.0,,0,0.0,0,0,7.11,0,DAILY_BUDGET,0,0,7.11,Amazon,0.0,0.0,278,0,0,0,3,Inner-SP-KW-gumm-magnesium glycinate-EM-54,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
84167,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-04,119.94,1.2445966379080318,6,Top of Search on-Amazon,139.93,139.93,,139.93,0,6,PAUSED,7,100.0,7,7,4.16,7,298402294383592,6.958762886597938,0,,80.34731651540055,7,0,USD,,7,7,manual,139.93,,0,119.94,0,7,112.43,6,DAILY_BUDGET,6,7,112.43,Amazon,139.93,139.93,388,7,7,7,27,Inner-SP-KW-gumm-magnesium glycinate-EM-54,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
84168,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-05,139.93,1.0342775837537186,7,Top of Search on-Amazon,159.92,159.92,,159.92,0,7,PAUSED,8,100.0,8,8,4.18,8,298402294383592,13.405797101449277,0,,96.68584292146075,8,0,USD,,8,8,manual,159.92,,0,139.93,0,8,154.62,7,DAILY_BUDGET,7,8,154.62,Amazon,159.92,159.92,276,8,8,8,37,Inner-SP-KW-gumm-magnesium glycinate-EM-54,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
84169,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-06,119.94,0.687926584456553,6,Top of Search on-Amazon,119.94,119.94,,119.94,0,6,PAUSED,6,100.0,6,6,4.05,6,298402294383592,8.921161825726141,0,,145.3643488410872,6,0,USD,,6,6,manual,119.94,,0,119.94,0,6,174.35,6,DAILY_BUDGET,6,6,174.35,Amazon,119.94,119.94,482,6,6,6,43,Inner-SP-KW-gumm-magnesium glycinate-EM-54,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
84170,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-07,79.96,0.6722924581179548,5,Top of Search on-Amazon,79.96,107.95,,79.96,0,4,PAUSED,4,100.0,5,4,4.01,5,298402294383592,9.876543209876543,0,,148.74478925428437,5,0,USD,,4,5,manual,79.96,,0,107.95,0,4,160.57,4,DAILY_BUDGET,5,4,160.57,Amazon,107.95,107.95,405,4,5,5,40,Inner-SP-KW-gumm-magnesium glycinate-EM-54,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
84171,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-08,39.98,0.7055824290756962,2,Top of Search on-Amazon,53.97,53.97,,53.97,0,2,PAUSED,3,100.0,3,3,3.82,3,298402294383592,5.698005698005698,0,,141.72688530665184,3,0,USD,,3,3,manual,53.97,,0,39.98,0,3,76.49,2,DAILY_BUDGET,2,3,76.49,Amazon,53.97,53.97,351,3,3,3,20,Inner-SP-KW-gumm-magnesium glycinate-EM-54,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
84172,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-09,79.96,0.853392678717413,4,Top of Search on-Amazon,93.95,93.95,,93.95,0,4,PAUSED,5,100.0,5,5,3.8,5,298402294383592,8.55457227138643,0,,117.17935071846728,5,0,USD,,5,5,manual,93.95,,0,79.96,0,5,110.09,4,DAILY_BUDGET,4,5,110.09,Amazon,93.95,93.95,339,5,5,5,29,Inner-SP-KW-gumm-magnesium glycinate-EM-54,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
84173,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-10,0.0,nan,0,Top of Search on-Amazon,0.0,0.0,,0.0,0,0,PAUSED,0,100.0,0,0,0.0,0,298402294383592,0.0,0,,nan,0,0,USD,,0,0,manual,0.0,,0,0.0,0,0,0.0,0,DAILY_BUDGET,0,0,0.0,Amazon,0.0,0.0,3,0,0,0,0,Inner-SP-KW-gumm-magnesium glycinate-EM-54,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
84182,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-05,0.0,nan,0,Detail Page on-Amazon,0.0,0.0,,0.0,0,0,PAUSED,0,300.0,0,0,0.0,0,423904171460856,nan,0,,nan,0,0,USD,,0,0,manual,0.0,,0,0.0,0,0,0.0,0,DAILY_BUDGET,0,0,0.0,Amazon,0.0,0.0,0,0,0,0,0,Inner-SP-KW-gumm-magnesium-EM-CPC-222,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
84183,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-07,0.0,nan,0,Detail Page on-Amazon,0.0,0.0,,0.0,0,0,PAUSED,0,300.0,0,0,0.0,0,423904171460856,0.0,0,,nan,0,0,USD,,0,0,manual,0.0,,0,0.0,0,0,0.0,0,DAILY_BUDGET,0,0,0.0,Amazon,0.0,0.0,2,0,0,0,0,Inner-SP-KW-gumm-magnesium-EM-CPC-222,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
84184,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-08,0.0,nan,0,Detail Page on-Amazon,0.0,0.0,,0.0,0,0,PAUSED,0,300.0,0,0,0.0,0,423904171460856,0.0,0,,nan,0,0,USD,,0,0,manual,0.0,,0,0.0,0,0,0.0,0,DAILY_BUDGET,0,0,0.0,Amazon,0.0,0.0,1,0,0,0,0,Inner-SP-KW-gumm-magnesium-EM-CPC-222,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
84185,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-09,0.0,nan,0,Detail Page on-Amazon,0.0,0.0,,0.0,0,0,PAUSED,0,300.0,0,0,0.0,0,423904171460856,0.0,0,,nan,0,0,USD,,0,0,manual,0.0,,0,0.0,0,0,0.0,0,DAILY_BUDGET,0,0,0.0,Amazon,0.0,0.0,1,0,0,0,0,Inner-SP-KW-gumm-magnesium-EM-CPC-222,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
84186,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-10,0.0,nan,0,Detail Page on-Amazon,0.0,0.0,,0.0,0,0,PAUSED,0,300.0,0,0,0.0,0,423904171460856,0.0,0,,nan,0,0,USD,,0,0,manual,0.0,,0,0.0,0,0,0.0,0,DAILY_BUDGET,0,0,0.0,Amazon,0.0,0.0,75,0,0,0,0,Inner-SP-KW-gumm-magnesium-EM-CPC-222,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
84194,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-04,0.0,0.0,0,Other on-Amazon,0.0,0.0,,0.0,0,0,PAUSED,0,300.0,0,0,3.0,0,423904171460856,0.34873583260680036,0,,nan,0,0,USD,,0,0,manual,0.0,,0,0.0,0,0,12.0,0,DAILY_BUDGET,0,0,12.0,Amazon,0.0,0.0,1147,0,0,0,4,Inner-SP-KW-gumm-magnesium-EM-CPC-222,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
84195,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-05,19.99,1.764838467317806,2,Other on-Amazon,19.99,46.98,,19.99,0,1,PAUSED,1,300.0,2,1,2.96,2,423904171460856,0.8035714285714285,0,,56.662409535972756,2,0,USD,,1,2,manual,19.99,,0,46.98,0,1,26.62,1,DAILY_BUDGET,2,1,26.62,Amazon,46.98,46.98,1120,1,2,2,9,Inner-SP-KW-gumm-magnesium-EM-CPC-222,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
84196,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-06,19.99,1.219646125686394,1,Other on-Amazon,39.98,39.98,,39.98,0,1,PAUSED,2,300.0,2,2,2.98,2,423904171460856,0.7913669064748201,0,,81.99099549774888,2,0,USD,,2,2,manual,39.98,,0,19.99,0,2,32.78,1,DAILY_BUDGET,1,2,32.78,Amazon,39.98,39.98,1390,2,2,2,11,Inner-SP-KW-gumm-magnesium-EM-CPC-222,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
84197,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-07,0.0,1.9250343878954608,1,Other on-Amazon,0.0,27.99,,0.0,0,0,PAUSED,0,300.0,1,0,2.91,1,423904171460856,0.7246376811594203,0,,51.94712397284744,1,0,USD,,0,1,manual,0.0,,0,27.99,0,0,14.54,0,DAILY_BUDGET,1,0,14.54,Amazon,27.99,27.99,690,0,1,1,5,Inner-SP-KW-gumm-magnesium-EM-CPC-222,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
84198,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-08,19.99,1.1449026345933562,1,Other on-Amazon,19.99,19.99,,19.99,0,1,PAUSED,1,300.0,1,1,2.91,1,423904171460856,0.6674082313681869,0,,87.34367183591797,1,0,USD,,1,1,manual,19.99,,0,19.99,0,1,17.46,1,DAILY_BUDGET,1,1,17.46,Amazon,19.99,19.99,899,1,1,1,6,Inner-SP-KW-gumm-magnesium-EM-CPC-222,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
