id,parentasin,childasin,salesbyasin_unitsordered,salesbyasin_unitsorderedb2b,salesbyasin_orderedproductsales_amount,salesbyasin_orderedproductsales_currencycode,salesbyasin_orderedproductsalesb2b_amount,salesbyasin_orderedproductsalesb2b_currencycode,salesbyasin_totalorderitems,salesbyasin_totalorderitemsb2b,trafficbyasin_browsersessions,trafficbyasin_browsersessionsb2b,trafficbyasin_mobileappsessions,trafficbyasin_mobileappsessionsb2b,trafficbyasin_sessions,trafficbyasin_sessionsb2b,trafficbyasin_browsersessionpercentage,trafficbyasin_browsersessionpercentageb2b,trafficbyasin_mobileappsessionpercentage,trafficbyasin_mobileappsessionpercentageb2b,trafficbyasin_sessionpercentage,trafficbyasin_sessionpercentageb2b,trafficbyasin_browserpageviews,trafficbyasin_browserpageviewsb2b,trafficbyasin_mobileapppageviews,trafficbyasin_mobileapppageviewsb2b,trafficbyasin_pageviews,trafficbyasin_pageviewsb2b,trafficbyasin_browserpageviewspercentage,trafficbyasin_browserpageviewspercentageb2b,trafficbyasin_mobileapppageviewspercentage,trafficbyasin_mobileapppageviewspercentageb2b,trafficbyasin_pageviewspercentage,trafficbyasin_pageviewspercentageb2b,trafficbyasin_buyboxpercentage,trafficbyasin_buyboxpercentageb2b,trafficbyasin_unitsessionpercentage,trafficbyasin_unitsessionpercentageb2b,report_date,country_code,customer,created_at,updated_at
1162,B0GSRJTLWY,B0GJ66LHGM,11,0,329.8900,USD,0.0000,USD,11,0,13,0,51,0,64,0,3.8600,0.0000,4.2900,0.0000,4.1900,0.0000,17,0,58,0,75,0,3.9400,0.0000,3.7400,0.0000,3.7800,0.0000,100.0000,0.0000,17.1900,0.0000,2026-04-04 00:00:00,US,innerbrightness,2026-04-19 00:17:27.214605,2026-04-19 00:17:27.214605
1163,B0GTB8S1VY,B0G25Y3DVZ,34,3,747.6600,USD,65.9700,USD,30,2,37,2,97,1,134,3,10.9800,25.0000,8.1600,8.3300,8.7800,15.0000,48,2,141,1,189,3,11.1100,25.0000,9.1000,5.8800,9.5400,12.0000,99.4200,100.0000,25.3700,100.0000,2026-04-04 00:00:00,US,innerbrightness,2026-04-19 00:17:27.214605,2026-04-19 00:17:27.214605
1164,B0GBN5WH6R,B0GBN5WH6R,0,0,0.0000,USD,0.0000,USD,0,0,0,0,1,0,1,0,0.0000,0.0000,0.0800,0.0000,0.0700,0.0000,0,0,1,0,1,0,0.0000,0.0000,0.0600,0.0000,0.0500,0.0000,100.0000,0.0000,0.0000,0.0000,2026-04-04 00:00:00,US,innerbrightness,2026-04-19 00:17:27.214605,2026-04-19 00:17:27.214605
1165,B0GS5J5TRR,B0GJBFKQZC,0,0,0.0000,USD,0.0000,USD,0,0,1,0,11,0,12,0,0.3000,0.0000,0.9300,0.0000,0.7900,0.0000,1,0,12,0,13,0,0.2300,0.0000,0.7700,0.0000,0.6600,0.0000,100.0000,0.0000,0.0000,0.0000,2026-04-04 00:00:00,US,innerbrightness,2026-04-19 00:17:27.214605,2026-04-19 00:17:27.214605
1166,B0GS61KH2Y,B0DKT3PXRP,121,1,2418.7900,USD,19.9900,USD,119,1,98,2,429,2,527,4,29.0800,25.0000,36.0800,16.6700,34.5300,20.0000,133,2,566,4,699,6,30.7900,25.0000,36.5200,23.5300,35.2700,24.0000,99.5500,100.0000,22.9600,25.0000,2026-04-04 00:00:00,US,innerbrightness,2026-04-19 00:17:27.214605,2026-04-19 00:17:27.214605
1167,B0GQZ6FCJB,B0GQZ6FCJB,0,0,0.0000,USD,0.0000,USD,0,0,0,0,1,0,1,0,0.0000,0.0000,0.0800,0.0000,0.0700,0.0000,0,0,1,0,1,0,0.0000,0.0000,0.0600,0.0000,0.0500,0.0000,100.0000,0.0000,0.0000,0.0000,2026-04-04 00:00:00,US,innerbrightness,2026-04-19 00:17:27.214605,2026-04-19 00:17:27.214605
1168,B0GSRRVKB4,B0FYFK76DM,3,0,62.9700,USD,0.0000,USD,3,0,2,0,6,0,8,0,0.5900,0.0000,0.5000,0.0000,0.5200,0.0000,2,0,6,0,8,0,0.4600,0.0000,0.3900,0.0000,0.4000,0.0000,100.0000,0.0000,37.5000,0.0000,2026-04-04 00:00:00,US,innerbrightness,2026-04-19 00:17:27.214605,2026-04-19 00:17:27.214605
1169,B0GVBPLXSW,B0FYFBZ7W5,11,0,248.4900,USD,0.0000,USD,11,0,8,1,37,1,45,2,2.3700,12.5000,3.1100,8.3300,2.9500,10.0000,9,1,46,2,55,3,2.0800,12.5000,2.9700,11.7600,2.7700,12.0000,98.0400,100.0000,24.4400,0.0000,2026-04-04 00:00:00,US,innerbrightness,2026-04-19 00:17:27.214605,2026-04-19 00:17:27.214605
1170,B0GS61KH2Y,B0DN5QQLB6,31,0,836.6900,USD,0.0000,USD,31,0,19,0,64,0,83,0,5.6400,0.0000,5.3800,0.0000,5.4400,0.0000,22,0,83,0,105,0,5.0900,0.0000,5.3500,0.0000,5.3000,0.0000,100.0000,0.0000,37.3500,0.0000,2026-04-04 00:00:00,US,innerbrightness,2026-04-19 00:17:27.214605,2026-04-19 00:17:27.214605
1501,B0GS61KH2Y,B0DN5QQLB6,40,1,1119.6000,USD,27.9900,USD,39,1,27,2,101,0,128,2,4.6500,16.6700,6.4900,0.0000,5.9900,6.9000,40,2,137,0,177,2,5.4900,14.2900,6.7700,0.0000,6.4300,5.8800,98.8200,100.0000,31.2500,50.0000,2026-04-12 00:00:00,US,innerbrightness,2026-04-20 00:22:30.678734,2026-04-20 00:22:30.678734
1582,B0GS61KH2Y,B0DN5QQLB6,33,0,824.3400,USD,0.0000,USD,33,0,22,0,105,0,127,0,4.1600,0.0000,6.0500,0.0000,5.6100,0.0000,26,0,131,0,157,0,3.8000,0.0000,5.8400,0.0000,5.3600,0.0000,99.3200,0.0000,25.9800,0.0000,2026-04-17 00:00:00,US,innerbrightness,2026-04-20 00:22:33.948575,2026-04-20 00:22:33.948575
1502,B0GBNWRHVX,B0GBNWRHVX,0,0,0.0000,USD,0.0000,USD,0,0,0,0,2,0,2,0,0.0000,0.0000,0.1100,0.0000,0.0800,0.0000,0,0,2,0,2,0,0.0000,0.0000,0.0900,0.0000,0.0600,0.0000,0.0000,0.0000,0.0000,0.0000,2026-04-13 00:00:00,US,innerbrightness,2026-04-20 00:22:31.266296,2026-04-20 00:22:31.266296
1503,B0GS61KH2Y,B0G26383JK,66,0,1107.4800,USD,0.0000,USD,61,0,59,1,257,2,316,3,9.3200,8.3300,14.2100,10.0000,12.9400,9.3800,73,1,337,2,410,3,8.8500,7.6900,14.4800,7.4100,13.0000,7.5000,99.2300,100.0000,20.8900,0.0000,2026-04-13 00:00:00,US,innerbrightness,2026-04-20 00:22:31.266296,2026-04-20 00:22:31.266296
1504,B0GSRJTLWY,B0FNBYKPZT,38,0,1139.6200,USD,0.0000,USD,37,0,42,2,86,2,128,4,6.6400,16.6700,4.7500,10.0000,5.2400,12.5000,47,2,99,3,146,5,5.7000,15.3800,4.2500,11.1100,4.6300,12.5000,100.0000,100.0000,29.6900,0.0000,2026-04-13 00:00:00,US,innerbrightness,2026-04-20 00:22:31.266296,2026-04-20 00:22:31.266296
1505,B0GSHWM86S,B0GKSVSK3P,41,1,801.1400,USD,19.5400,USD,40,1,49,0,128,2,177,2,7.7400,0.0000,7.0800,10.0000,7.2500,6.2500,78,0,174,6,252,6,9.4500,0.0000,7.4700,22.2200,7.9900,15.0000,100.0000,0.0000,23.1600,50.0000,2026-04-13 00:00:00,US,innerbrightness,2026-04-20 00:22:31.266296,2026-04-20 00:22:31.266296
1506,B0GSRJTLWY,B0FNBN38V4,107,4,3208.9300,USD,119.9600,USD,104,3,146,4,342,5,488,9,23.0600,33.3300,18.9100,25.0000,19.9800,28.1300,199,5,426,6,625,11,24.1200,38.4600,18.3000,22.2200,19.8200,27.5000,99.6600,100.0000,21.9300,44.4400,2026-04-13 00:00:00,US,innerbrightness,2026-04-20 00:22:31.266296,2026-04-20 00:22:31.266296
1507,B0GQZ8FRX8,B0GQZ8FRX8,30,0,599.7000,USD,0.0000,USD,30,0,20,1,8,0,28,1,3.1600,8.3300,0.4400,0.0000,1.1500,3.1300,26,1,10,0,36,1,3.1500,7.6900,0.4300,0.0000,1.1400,2.5000,97.1400,100.0000,107.1400,0.0000,2026-04-13 00:00:00,US,innerbrightness,2026-04-20 00:22:31.266296,2026-04-20 00:22:31.266296
1508,B0GGRSXJDL,B0G6L2NQP4,0,0,0.0000,USD,0.0000,USD,0,0,1,0,3,0,4,0,0.1600,0.0000,0.1700,0.0000,0.1600,0.0000,2,0,3,0,5,0,0.2400,0.0000,0.1300,0.0000,0.1600,0.0000,100.0000,0.0000,0.0000,0.0000,2026-04-13 00:00:00,US,innerbrightness,2026-04-20 00:22:31.266296,2026-04-20 00:22:31.266296
1509,B0GSRJTLWY,B0GJ66LHGM,11,1,329.8900,USD,29.9900,USD,11,1,19,1,45,1,64,2,3.0000,8.3300,2.4900,5.0000,2.6200,6.2500,20,1,54,1,74,2,2.4200,7.6900,2.3200,3.7000,2.3500,5.0000,100.0000,0.0000,17.1900,50.0000,2026-04-13 00:00:00,US,innerbrightness,2026-04-20 00:22:31.266296,2026-04-20 00:22:31.266296
1510,B0GTB8S1VY,B0G25Y3DVZ,22,0,538.7800,USD,0.0000,USD,21,0,26,0,71,1,97,1,4.1100,0.0000,3.9200,5.0000,3.9700,3.1300,35,0,98,2,133,2,4.2400,0.0000,4.2100,7.4100,4.2200,5.0000,100.0000,100.0000,22.6800,0.0000,2026-04-13 00:00:00,US,innerbrightness,2026-04-20 00:22:31.266296,2026-04-20 00:22:31.266296
1511,B0GL11MTZM,B0GL11MTZM,0,0,0.0000,USD,0.0000,USD,0,0,4,0,3,0,7,0,0.6300,0.0000,0.1700,0.0000,0.2900,0.0000,4,0,3,0,7,0,0.4800,0.0000,0.1300,0.0000,0.2200,0.0000,100.0000,0.0000,0.0000,0.0000,2026-04-13 00:00:00,US,innerbrightness,2026-04-20 00:22:31.266296,2026-04-20 00:22:31.266296
1512,B0GBN5WH6R,B0GBN5WH6R,0,0,0.0000,USD,0.0000,USD,0,0,1,0,0,0,1,0,0.1600,0.0000,0.0000,0.0000,0.0400,0.0000,1,0,0,0,1,0,0.1200,0.0000,0.0000,0.0000,0.0300,0.0000,0.0000,0.0000,0.0000,0.0000,2026-04-13 00:00:00,US,innerbrightness,2026-04-20 00:22:31.266296,2026-04-20 00:22:31.266296
1513,B0GS5J5TRR,B0GJBFKQZC,7,0,151.1300,USD,0.0000,USD,7,0,27,0,76,0,103,0,4.2700,0.0000,4.2000,0.0000,4.2200,0.0000,33,0,85,0,118,0,4.0000,0.0000,3.6500,0.0000,3.7400,0.0000,96.4000,0.0000,6.8000,0.0000,2026-04-13 00:00:00,US,innerbrightness,2026-04-20 00:22:31.266296,2026-04-20 00:22:31.266296
1514,B0GS61KH2Y,B0DKT3PXRP,282,3,3945.1800,USD,41.9700,USD,254,2,163,1,617,4,780,5,25.7500,8.3300,34.1100,20.0000,31.9400,15.6300,216,1,814,4,1030,5,26.1800,7.6900,34.9700,14.8100,32.6700,12.5000,99.8000,100.0000,36.1500,60.0000,2026-04-13 00:00:00,US,innerbrightness,2026-04-20 00:22:31.266296,2026-04-20 00:22:31.266296
1515,B0GSRRVKB4,B0FYFK76DM,2,0,39.9800,USD,0.0000,USD,2,0,0,0,4,0,4,0,0.0000,0.0000,0.2200,0.0000,0.1600,0.0000,0,0,4,0,4,0,0.0000,0.0000,0.1700,0.0000,0.1300,0.0000,100.0000,0.0000,50.0000,0.0000,2026-04-13 00:00:00,US,innerbrightness,2026-04-20 00:22:31.266296,2026-04-20 00:22:31.266296
1516,B0GWHWMMYC,B0GWHWMMYC,0,0,0.0000,USD,0.0000,USD,0,0,3,0,3,0,6,0,0.4700,0.0000,0.1700,0.0000,0.2500,0.0000,5,0,3,0,8,0,0.6100,0.0000,0.1300,0.0000,0.2500,0.0000,25.0000,0.0000,0.0000,0.0000,2026-04-13 00:00:00,US,innerbrightness,2026-04-20 00:22:31.266296,2026-04-20 00:22:31.266296
1517,B0GVBPLXSW,B0FYFBZ7W5,7,0,158.1300,USD,0.0000,USD,7,0,42,0,64,1,106,1,6.6400,0.0000,3.5400,5.0000,4.3400,3.1300,44,0,87,1,131,1,5.3300,0.0000,3.7400,3.7000,4.1500,2.5000,86.2900,0.0000,6.6000,0.0000,2026-04-13 00:00:00,US,innerbrightness,2026-04-20 00:22:31.266296,2026-04-20 00:22:31.266296
1518,B0GS61KH2Y,B0DN5QQLB6,41,0,1024.1800,USD,0.0000,USD,40,0,31,2,100,2,131,4,4.9000,16.6700,5.5300,10.0000,5.3600,12.5000,42,2,129,2,171,4,5.0900,15.3800,5.5400,7.4100,5.4200,10.0000,100.0000,100.0000,31.3000,0.0000,2026-04-13 00:00:00,US,innerbrightness,2026-04-20 00:22:31.266296,2026-04-20 00:22:31.266296
1519,B0GBNWRHVX,B0GBNWRHVX,0,0,0.0000,USD,0.0000,USD,0,0,0,0,1,0,1,0,0.0000,0.0000,0.0600,0.0000,0.0400,0.0000,0,0,1,0,1,0,0.0000,0.0000,0.0500,0.0000,0.0300,0.0000,0.0000,0.0000,0.0000,0.0000,2026-04-14 00:00:00,US,innerbrightness,2026-04-20 00:22:31.899432,2026-04-20 00:22:31.899432
1520,B0GS61KH2Y,B0G26383JK,33,0,553.7400,USD,0.0000,USD,32,0,44,1,181,1,225,2,7.8600,5.0000,10.5600,6.2500,9.8900,5.5600,50,1,229,1,279,2,7.1600,4.0000,10.4600,4.3500,9.6600,4.1700,98.8800,100.0000,14.6700,0.0000,2026-04-14 00:00:00,US,innerbrightness,2026-04-20 00:22:31.899432,2026-04-20 00:22:31.899432
1521,B0GSRJTLWY,B0FNBYKPZT,24,0,719.7600,USD,0.0000,USD,24,0,25,1,75,1,100,2,4.4600,5.0000,4.3800,6.2500,4.4000,5.5600,30,1,100,1,130,2,4.3000,4.0000,4.5700,4.3500,4.5000,4.1700,100.0000,100.0000,24.0000,0.0000,2026-04-14 00:00:00,US,innerbrightness,2026-04-20 00:22:31.899432,2026-04-20 00:22:31.899432
1522,B0GSHWM86S,B0GKSVSK3P,43,0,840.1800,USD,0.0000,USD,41,0,45,2,117,3,162,5,8.0400,10.0000,6.8300,18.7500,7.1200,13.8900,63,2,165,5,228,7,9.0300,8.0000,7.5400,21.7400,7.9000,14.5800,100.0000,100.0000,26.5400,0.0000,2026-04-14 00:00:00,US,innerbrightness,2026-04-20 00:22:31.899432,2026-04-20 00:22:31.899432
1523,B0GSRJTLWY,B0FNBN38V4,112,3,3358.8800,USD,89.9700,USD,108,3,129,3,269,2,398,5,23.0400,15.0000,15.6900,12.5000,17.5000,13.8900,152,3,320,3,472,6,21.7800,12.0000,14.6200,13.0400,16.3500,12.5000,100.0000,100.0000,28.1400,60.0000,2026-04-14 00:00:00,US,innerbrightness,2026-04-20 00:22:31.899432,2026-04-20 00:22:31.899432
1524,B0GQZ8FRX8,B0GQZ8FRX8,1,0,19.9900,USD,0.0000,USD,1,0,4,1,4,0,8,1,0.7100,5.0000,0.2300,0.0000,0.3500,2.7800,6,2,6,0,12,2,0.8600,8.0000,0.2700,0.0000,0.4200,4.1700,90.9100,100.0000,12.5000,0.0000,2026-04-14 00:00:00,US,innerbrightness,2026-04-20 00:22:31.899432,2026-04-20 00:22:31.899432
1525,B0GGRSXJDL,B0G6L2NQP4,0,0,0.0000,USD,0.0000,USD,0,0,4,0,2,0,6,0,0.7100,0.0000,0.1200,0.0000,0.2600,0.0000,5,0,4,0,9,0,0.7200,0.0000,0.1800,0.0000,0.3100,0.0000,100.0000,0.0000,0.0000,0.0000,2026-04-14 00:00:00,US,innerbrightness,2026-04-20 00:22:31.899432,2026-04-20 00:22:31.899432
1526,B0GSRJTLWY,B0GJ66LHGM,7,0,209.9300,USD,0.0000,USD,7,0,10,0,42,0,52,0,1.7900,0.0000,2.4500,0.0000,2.2900,0.0000,11,0,46,0,57,0,1.5800,0.0000,2.1000,0.0000,1.9700,0.0000,100.0000,0.0000,13.4600,0.0000,2026-04-14 00:00:00,US,innerbrightness,2026-04-20 00:22:31.899432,2026-04-20 00:22:31.899432
1527,B0GTB8S1VY,B0G25Y3DVZ,30,0,734.7000,USD,0.0000,USD,29,0,43,0,83,3,126,3,7.6800,0.0000,4.8400,18.7500,5.5400,8.3300,60,0,104,7,164,7,8.6000,0.0000,4.7500,30.4300,5.6800,14.5800,99.3600,100.0000,23.8100,0.0000,2026-04-14 00:00:00,US,innerbrightness,2026-04-20 00:22:31.899432,2026-04-20 00:22:31.899432
1528,B0GS5J5TRR,B0GJBFKQZC,21,0,428.1900,USD,0.0000,USD,21,0,15,0,64,2,79,2,2.6800,0.0000,3.7300,12.5000,3.4700,5.5600,21,0,88,2,109,2,3.0100,0.0000,4.0200,8.7000,3.7800,4.1700,100.0000,0.0000,26.5800,0.0000,2026-04-14 00:00:00,US,innerbrightness,2026-04-20 00:22:31.899432,2026-04-20 00:22:31.899432
1529,B0GS61KH2Y,B0DKT3PXRP,250,1,3497.5000,USD,13.9900,USD,229,1,160,8,559,3,719,11,28.5700,40.0000,32.6100,18.7500,31.6200,30.5600,201,11,736,3,937,14,28.8000,44.0000,33.6200,13.0400,32.4600,29.1700,99.8900,100.0000,34.7700,9.0900,2026-04-14 00:00:00,US,innerbrightness,2026-04-20 00:22:31.899432,2026-04-20 00:22:31.899432
1530,B0GSRJTLWY,B0GL11MTZM,19,1,569.8100,USD,29.9900,USD,18,1,8,1,42,0,50,1,1.4300,5.0000,2.4500,0.0000,2.2000,2.7800,11,1,46,0,57,1,1.5800,4.0000,2.1000,0.0000,1.9700,2.0800,100.0000,100.0000,38.0000,100.0000,2026-04-14 00:00:00,US,innerbrightness,2026-04-20 00:22:31.899432,2026-04-20 00:22:31.899432
1531,B0GSRRVKB4,B0FYFK76DM,3,0,59.9700,USD,0.0000,USD,3,0,0,0,9,1,9,1,0.0000,0.0000,0.5300,6.2500,0.4000,2.7800,0,0,12,1,12,1,0.0000,0.0000,0.5500,4.3500,0.4200,2.0800,100.0000,100.0000,33.3300,0.0000,2026-04-14 00:00:00,US,innerbrightness,2026-04-20 00:22:31.899432,2026-04-20 00:22:31.899432
1532,B0GWHWMMYC,B0GWHWMMYC,0,0,0.0000,USD,0.0000,USD,0,0,1,0,3,0,4,0,0.1800,0.0000,0.1800,0.0000,0.1800,0.0000,1,0,4,0,5,0,0.1400,0.0000,0.1800,0.0000,0.1700,0.0000,40.0000,0.0000,0.0000,0.0000,2026-04-14 00:00:00,US,innerbrightness,2026-04-20 00:22:31.899432,2026-04-20 00:22:31.899432
1533,B0GVBPLXSW,B0FYFBZ7W5,16,0,361.4400,USD,0.0000,USD,15,0,45,1,153,0,198,1,8.0400,5.0000,8.9300,0.0000,8.7100,2.7800,57,1,177,0,234,1,8.1700,4.0000,8.0900,0.0000,8.1100,2.0800,95.9300,100.0000,8.0800,0.0000,2026-04-14 00:00:00,US,innerbrightness,2026-04-20 00:22:31.899432,2026-04-20 00:22:31.899432
1534,B0GS61KH2Y,B0DN5QQLB6,40,0,999.2000,USD,0.0000,USD,40,0,27,2,110,0,137,2,4.8200,10.0000,6.4200,0.0000,6.0200,5.5600,30,3,151,0,181,3,4.3000,12.0000,6.9000,0.0000,6.2700,6.2500,100.0000,100.0000,29.2000,0.0000,2026-04-14 00:00:00,US,innerbrightness,2026-04-20 00:22:31.899432,2026-04-20 00:22:31.899432
